State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Total_Votes,Latitude,Longitude,Neighbours,Neighbour_Count,APC_outlier_score,PDP_outlier_score,LP_outlier_score,NNPP_outlier_score,Overall_Outlier_Score,APC_share,PDP_share,NNPP_share,LP_share
KWARA,ASA,OGELE,23-01-14-007,HEALTH CENTRE EXTENSION OGELE,120,59,9,2,190,8.3854171,4.4616315,['23-01-14-006'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,63%,31%,1%,5%
KWARA,ASA,GAMBARI/AIYEKALE,23-01-06-003,DONGARI LGEA SCH II,39,25,0,0,64,8.448108,4.4490836,['23-01-06-001'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,61%,39%,0%,0%
KWARA,BARUTEN,GURE/GWASORO,23-02-02-027,SABO SARE II,31,19,0,1,51,9.674802,3.3755303,['23-02-02-008'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,61%,37%,2%,0%
KWARA,EDU,LAFIAGI 111,23-03-03-013,GADA ZAMBUFU,13,8,97,2,120,8.7808446,5.1803578,['23-03-03-001'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,11%,7%,2%,81%
KWARA,EKITI,OBBO-ILE,23-04-06-006,ST. JOSEPH'S PRY SCH. ORA AIYETORO,49,77,25,0,151,8.0309302,5.3243017,['23-04-06-005'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,32%,51%,0%,17%
KWARA,IFELODUN,ILE-IRE,23-05-05-022,BASIC HEALTH CENTER OREKE,268,1,14,13,296,8.510805,5.176935,['23-05-05-015'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,91%,0%,4%,5%
KWARA,ILORIN EAST,OKE OYI/OKE OSE/ALALUBOSA,23-06-11-025,JUNIOR SECONDARY SCOOL APATA YAKUBA,55,11,30,0,96,8.5484731,4.6529204,['23-06-11-017'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,57%,11%,0%,31%
KWARA,ILORIN-WEST,OKO-ERIN,23-08-10-027,OPEN SPACE AYILARA CRESCENT,96,34,87,0,217,8.4487413,4.5340288,['23-08-10-020'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,44%,16%,0%,40%
KWARA,ISIN,SABAJA/PAMO,23-10-09-005,TOWN HALL OBA-ISIN,21,6,17,0,44,8.2926225,5.0579171,['23-10-09-002'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,48%,14%,0%,39%
KWARA,KAIAMA,BANI,23-11-02-013,ZANGO NEW MARKET,52,79,1,1,133,9.0063033,4.19332,['23-11-02-002'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,39%,59%,1%,1%
KWARA,ILORIN-WEST,WARRAH/EGBE JILA/OSHIN,23-08-12-029,L.G.E.A PRY SCH EGBEJILA,110,42,67,1,220,8.4329252,4.5221939,['23-08-12-007'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,50%,19%,0%,30%
KWARA,IFELODUN,OMUPO,23-05-08-009,L.G.E.A SCH KOKO,33,27,4,2,66,8.3322277,4.7494222,['23-05-08-008'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,50%,41%,3%,6%
KWARA,PATIGI,LADE 11,23-16-09-008,NDANAKU COMMUNITY II,19,54,84,3,160,8.5801226,5.5203953,['23-16-09-012'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,12%,34%,2%,53%
KWARA,ASA,YOWERE/SOSOKI,23-01-01-003,LAODU 1 OPEN SPACE,135,81,0,1,217,8.6019274,4.4079213,['23-01-01-004'],1,0.707106781,0.707106781,0,0.707106781,0,62%,37%,0%,0%
KWARA,ASA,YOWERE/SOSOKI,23-01-01-004,IDI-OSE L.G.E.A SCH,116,99,0,0,215,8.6019274,4.4079213,['23-01-01-003'],1,0.707106781,0.707106781,0,0.707106781,0,54%,46%,0%,0%
KWARA,EDU,LAFIAGI 111,23-03-03-011,L.G.E.A SCH CHEKO SHAABAN,140,36,0,10,186,8.8502622,5.22471,['23-03-03-018'],1,0.707106781,0.707106781,0,0.707106781,0,75%,19%,5%,0%
KWARA,ILORIN EAST,AGBEYANGI/GBADAMU/OSIN,23-06-01-008,ODE BALE ONIKOKO VILLAGE,35,32,0,2,69,8.6781672,4.8783212,['23-06-05-004'],1,0.707106781,0.707106781,0,0.707106781,0,51%,46%,3%,0%
KWARA,ILORIN EAST,APADO,23-06-05-004,AIGORO,0,0,0,0,0,8.6709209,4.875322,['23-06-01-008'],1,0.707106781,0.707106781,0,0.707106781,0,0%,0%,0%,0%
KWARA,PATIGI,LADE 111,23-16-10-005,SAKPEFU LGEA SCH,0,0,0,0,0,8.8146133,5.60331,['23-16-10-011'],1,0.707106781,0.707106781,0,0.707106781,0,0%,0%,0%,0%
KWARA,EDU,LAFIAGI 111,23-03-03-018,L.G.E.A BUSSA,129,116,0,2,247,8.8568647,5.2191641,['23-03-03-011'],1,0.707106781,0.707106781,0,0.707106781,0,52%,47%,1%,0%
KWARA,PATIGI,LADE 111,23-16-10-011,ARABIC PRIMARY SCHOOL SAKPEFU,128,130,0,1,259,8.8146133,5.60331,['23-16-10-005'],1,0.707106781,0.707106781,0,0.707106781,0,49%,50%,0%,0%
KWARA,EDU,LAFIAGI 111,23-03-03-016,OPEN SPACE EMI-WORO GBUGBU,112,25,18,3,158,8.7854044,5.2971826,['23-03-03-008'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,71%,16%,2%,11%
KWARA,BARUTEN,GURE/GWASORO,23-02-02-003,BWEREGURU  L.G.E.A.SCH,92,105,1,0,198,9.65,3.4333,['23-02-02-019'],1,0.707106781,0.707106781,0.707106781,0,0,46%,53%,0%,1%
KWARA,BARUTEN,KIYORU/BWEN,23-02-08-008,BUKURO  L.G.E.A.SCH,75,19,3,0,97,8.8632813,2.7717582,['23-02-08-021'],1,0.707106781,0.707106781,0.707106781,0,0,77%,20%,0%,3%
KWARA,BARUTEN,OKUTA,23-02-09-001,TENGE  L.G.E.A.SCH,0,0,0,0,0,9.2191834,3.2986106,['23-02-09-005'],1,0.707106781,0.707106781,0.707106781,0,0,0%,0%,0%,0%
KWARA,BARUTEN,OKUTA,23-02-09-005,FONFON  L.G.E.A.SCH,92,26,3,0,121,9.2191834,3.2986106,['23-02-09-001'],1,0.707106781,0.707106781,0.707106781,0,0,76%,21%,0%,2%
KWARA,BARUTEN,SHINAWU/TUNBUYAN,23-02-10-005,SHINAWU OLD MARKET I,124,24,12,0,160,9.0333,3.35,['23-02-10-006'],1,0.707106781,0.707106781,0.707106781,0,0,78%,15%,0%,8%
KWARA,BARUTEN,SHINAWU/TUNBUYAN,23-02-10-006,SHINAWU OLD MARKET II,89,131,4,0,224,9.0333,3.35,['23-02-10-005'],1,0.707106781,0.707106781,0.707106781,0,0,40%,58%,0%,2%
KWARA,BARUTEN,YASHIKIRA,23-02-11-004,GWETTE L.G.E.A SCH,91,18,1,0,110,9.8358174,3.4820293,['23-02-11-015'],1,0.707106781,0.707106781,0.707106781,0,0,83%,16%,0%,1%
KWARA,BARUTEN,YASHIKIRA,23-02-11-012,CHIKANDA OLD MARKET,51,23,59,0,133,9.8251503,3.365344,['23-02-11-013'],1,0.707106781,0.707106781,0.707106781,0,0,38%,17%,0%,44%
KWARA,BARUTEN,YASHIKIRA,23-02-11-013,CHIKANDA L.G.E.A SCH,43,44,5,0,92,9.833333,3.366667,['23-02-11-012'],1,0.707106781,0.707106781,0.707106781,0,0,47%,48%,0%,5%
KWARA,BARUTEN,YASHIKIRA,23-02-11-015,GWETTE SAAMU OPEN SPACE,47,5,0,0,52,9.8358174,3.4820293,['23-02-11-004'],1,0.707106781,0.707106781,0.707106781,0,0,90%,10%,0%,0%
KWARA,EDU,TSONGA 111,23-03-10-002,L.G.E.A SCH FAIGI,130,130,16,0,276,8.9007041,5.1213075,['23-03-10-003'],1,0.707106781,0.707106781,0.707106781,0,0,47%,47%,0%,6%
KWARA,EDU,TSONGA 111,23-03-10-003,MARKET SQ FAIGI,85,174,4,0,263,8.9007041,5.1213075,['23-03-10-002'],1,0.707106781,0.707106781,0.707106781,0,0,32%,66%,0%,2%
KWARA,EKITI,OBBO-ILE,23-04-06-003,OPEN SPACE ILAWE OBBO-ILE,88,76,26,0,190,8.0773856,5.3311652,['23-04-06-004'],1,0.707106781,0.707106781,0.707106781,0,0,46%,40%,0%,14%
KWARA,IFELODUN,AGUNJIN,23-05-06-003,ECWA SCH OLAYINKA,65,35,13,0,113,8.4614567,4.9473326,['23-05-06-005'],1,0.707106781,0.707106781,0.707106781,0,0,58%,31%,0%,12%
KWARA,IFELODUN,AGUNJIN,23-05-06-005,ECWA SCH AGBEKU,104,17,11,0,132,8.4614567,4.9473326,['23-05-06-003'],1,0.707106781,0.707106781,0.707106781,0,0,79%,13%,0%,8%
KWARA,IFELODUN,AGUNJIN,23-05-06-006,MARKET SQUARE AGBEKU,72,11,4,0,87,8.4421828,4.9454803,['23-05-18-021'],1,0.707106781,0.707106781,0.707106781,0,0,83%,13%,0%,5%
KWARA,IFELODUN,ORO-AGO,23-05-07-011,COMM SCH AJEGUNLE,66,34,1,0,101,8.2870442,5.2161713,['23-05-07-012'],1,0.707106781,0.707106781,0.707106781,0,0,65%,34%,0%,1%
KWARA,IFELODUN,ORO-AGO,23-05-07-012,COMM SCH AJEGUNLE/OWA,67,14,7,0,88,8.2870442,5.2161713,['23-05-07-011'],1,0.707106781,0.707106781,0.707106781,0,0,76%,16%,0%,8%
KWARA,IFELODUN,IGBAJA 111,23-05-16-002,MARKET SQUARE YARU,48,38,3,0,89,8.4741424,4.8770242,['23-05-16-001'],1,0.707106781,0.707106781,0.707106781,0,0,54%,43%,0%,3%
KWARA,IFELODUN,IDOFIAN 1,23-05-17-005,COMM SCH JIMBA OJA,58,39,52,0,149,8.3945989,4.6758977,['23-05-17-013'],1,0.707106781,0.707106781,0.707106781,0,0,39%,26%,0%,35%
KWARA,IFELODUN,IDOFIAN 11,23-05-18-003,WESLEY SCH ELERINJARE I,112,14,13,0,139,8.349632,4.678793,['23-05-18-005'],1,0.707106781,0.707106781,0.707106781,0,0,81%,10%,0%,9%
KWARA,IFELODUN,IDOFIAN 11,23-05-18-005,WESLEY SCH ELERINJARE III,69,11,2,0,82,8.349632,4.678793,['23-05-18-003'],1,0.707106781,0.707106781,0.707106781,0,0,84%,13%,0%,2%
KWARA,ILORIN-WEST,OJUEKUN/ZARUMI,23-08-09-006,ODE ADIGBONGBO I,172,96,2,0,270,8.5443368,4.4345284,['23-08-09-007'],1,0.707106781,0.707106781,0.707106781,0,0,64%,36%,0%,1%
KWARA,ILORIN-WEST,OJUEKUN/ZARUMI,23-08-09-007,ODE ADIGBONGBO II,104,83,0,0,187,8.5443368,4.4345284,['23-08-09-006'],1,0.707106781,0.707106781,0.707106781,0,0,56%,44%,0%,0%
KWARA,IREPODUN,AJASE IPO 11,23-09-02-010,AGANJU IGBONLA,33,11,16,0,60,8.187693,4.8332695,['23-09-02-009'],1,0.707106781,0.707106781,0.707106781,0,0,55%,18%,0%,27%
KWARA,IREPODUN,ORO 1,23-09-09-001,AFIN OLORO OKERIMI ORO,48,33,74,0,155,8.2415501,4.887725,['23-09-09-002'],1,0.707106781,0.707106781,0.707106781,0,0,31%,21%,0%,48%
KWARA,IREPODUN,ORO 1,23-09-09-002,ST PETER'S SCH OKERIMI ORO,91,35,41,0,167,8.2415501,4.887725,['23-09-09-001'],1,0.707106781,0.707106781,0.707106781,0,0,54%,21%,0%,25%
KWARA,ISIN,ISANLU 11,23-10-04-004,MATERNITY CENTRE,40,35,29,0,104,8.2297849,5.0819982,['23-10-04-009'],1,0.707106781,0.707106781,0.707106781,0,0,38%,34%,0%,28%
KWARA,OFFA,IGBOIDUN,23-13-12-003,OPEN SPACE GBOSUN OGBONDOROKO,0,0,0,0,0,8.1897393,4.6879939,['23-13-12-005'],1,0.707106781,0.707106781,0.707106781,0,0,0%,0%,0%,0%
KWARA,OFFA,IGBOIDUN,23-13-12-005,OPEN SPACE AJEGUNLE,44,74,2,0,120,8.1887957,4.6812086,['23-13-12-003'],1,0.707106781,0.707106781,0.707106781,0,0,37%,62%,0%,2%
KWARA,ASA,AGO-OJA/OSHIN/SAPATI/LADUBA,23-01-11-012,BUDO AGUN LGEA SCHOOL,28,13,1,0,42,8.3671043,4.5921904,['23-01-11-007'],1,0.707106781,0.707106781,0.707106781,0,0,67%,31%,0%,2%
KWARA,BARUTEN,GURE/GWASORO,23-02-02-019,BWEREGURU II OPP.MTN MAST,150,57,0,0,207,9.65,3.4333,['23-02-02-003'],1,0.707106781,0.707106781,0.707106781,0,0,72%,28%,0%,0%
KWARA,BARUTEN,KIYORU/BWEN,23-02-08-021,BUKURO CENTRAL MARKET,169,27,8,0,204,8.8632813,2.7717582,['23-02-08-008'],1,0.707106781,0.707106781,0.707106781,0,0,83%,13%,0%,4%
KWARA,IFELODUN,IDOFIAN 1,23-05-17-013,JIMBA OJA MARKET OPEN SPACE,36,14,10,0,60,8.394149,4.6818548,['23-05-17-005'],1,0.707106781,0.707106781,0.707106781,0,0,60%,23%,0%,17%
KWARA,IFELODUN,IDOFIAN 11,23-05-18-021,GBAGEDE BASIC HEALTH CENTRE,48,32,33,0,113,8.4421828,4.9454803,['23-05-06-006'],1,0.707106781,0.707106781,0.707106781,0,0,42%,28%,0%,29%
KWARA,ISIN,ISANLU 11,23-10-04-009,POST OFFICE ISANLU-ISIN,14,11,6,0,31,8.2302721,5.0832952,['23-10-04-004'],1,0.707106781,0.707106781,0.707106781,0,0,45%,35%,0%,19%
KWARA,ASA,ONIRE/ODEGIWA/ALAPA,23-01-04-003,ODE-GIWA MARKET,96,117,0,0,213,8.6832146,4.2985432,['23-01-04-009'],1,0.707106781,0.707106781,0,0,0,45%,55%,0%,0%
KWARA,BARUTEN,KIYORU/BWEN,23-02-08-001,BIOGBERU  L.G.E.A.SCH I,113,7,0,0,120,8.95,2.9333,['23-02-08-002'],1,0.707106781,0.707106781,0,0,0,94%,6%,0%,0%
KWARA,BARUTEN,KIYORU/BWEN,23-02-08-002,BIOGBERU  L.G.E.A.SCH II,86,40,0,0,126,8.95,2.9333,['23-02-08-001'],1,0.707106781,0.707106781,0,0,0,68%,32%,0%,0%
KWARA,BARUTEN,KIYORU/BWEN,23-02-08-011,DAMERA  L.G.E.A.SCH,184,26,0,0,210,8.8484029,3.0056881,['23-02-08-023'],1,0.707106781,0.707106781,0,0,0,88%,12%,0%,0%
KWARA,IFELODUN,ILE-IRE,23-05-05-005,LOCAL GOVT DISPENSARY OKE-OYAN,70,11,0,0,81,8.3557433,5.1852154,['23-05-05-021'],1,0.707106781,0.707106781,0,0,0,86%,14%,0%,0%
KWARA,ASA,ELEBUE/AGBONA/FATA,23-01-03-008,BUDO TUNTUN LGEA SCHOOL,46,170,0,0,216,8.6003472,4.3081293,['23-01-03-009'],1,0.707106781,0.707106781,0,0,0,21%,79%,0%,0%
KWARA,ASA,ELEBUE/AGBONA/FATA,23-01-03-009,AGBOOLU LGEA SCHOOL,61,82,0,0,143,8.6003472,4.3081293,['23-01-03-008'],1,0.707106781,0.707106781,0,0,0,43%,57%,0%,0%
KWARA,ASA,ONIRE/ODEGIWA/ALAPA,23-01-04-009,ODEGIWA LGEA SCH,133,46,0,0,179,8.6832146,4.2985432,['23-01-04-003'],1,0.707106781,0.707106781,0,0,0,74%,26%,0%,0%
KWARA,BARUTEN,KIYORU/BWEN,23-02-08-023,DAMERA DISPENSARY,114,1,0,0,115,8.8484029,3.0056881,['23-02-08-011'],1,0.707106781,0.707106781,0,0,0,99%,1%,0%,0%
KWARA,IFELODUN,ILE-IRE,23-05-05-021,OKE OYAN SENIOR SECONDARY SCHOOL,95,3,0,0,98,8.3568869,5.1800318,['23-05-05-005'],1,0.707106781,0.707106781,0,0,0,97%,3%,0%,0%
KWARA,IREPODUN,AJASE IPO 1,23-09-01-009,OKO AWO COMP. OKEYA,88,83,15,1,187,8.339632,4.8689463,['23-09-01-010'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,47%,44%,1%,8%
KWARA,ISIN,ALLA,23-10-01-003,OWODE KAJOLA OPEN SPACE,51,26,0,3,80,8.3005497,4.9143239,['23-10-01-005'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,64%,33%,4%,0%
KWARA,KAIAMA,GWANABE 1,23-11-03-002,KANIKOKO PRY SCH II,89,25,2,2,118,9.5702865,4.062998,['23-11-03-001'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,75%,21%,2%,2%
KWARA,OYUN,ERIN-ILE SOUTH,23-15-01-010,POPOOLA COLLEGE OKE PATA ERIN-ILE,74,29,31,5,139,8.0886114,4.6975726,['23-15-01-003'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,53%,21%,4%,22%
KWARA,IFELODUN,ORO-AGO,23-05-07-008,COMM SCH OMUGO,79,22,23,0,124,8.2591529,5.1963337,['23-05-07-020'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,64%,18%,0%,19%
KWARA,OFFA,ESSA - C,23-13-07-005,BAPTIST LGEA ITAFA I,195,37,13,1,246,8.1337148,4.7329268,['23-13-07-011'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,79%,15%,0%,5%
KWARA,BARUTEN,GURE/GWASORO,23-02-02-024,GURU BOREHOLE GWANE,96,62,2,0,160,9.5251053,3.3336734,['23-02-02-007'],1,0.707106781,0.707106781,0.707106781,0,0,60%,39%,0%,1%
KWARA,IFELODUN,OMUPO,23-05-08-006,COMM SCH AMODU,29,17,2,1,49,8.284756,4.739028,['23-05-08-007'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,59%,35%,2%,4%
KWARA,IREPODUN,ORO 1,23-09-09-009,ILE BAA IJOMU ORO,62,26,8,0,96,8.2685262,4.9187854,['23-09-09-007'],1,0.707106781,0.707106781,0.707106781,0,0,65%,27%,0%,8%
KWARA,ILORIN-SOUTH,AKANBI -111,23-07-03-008,AGBABIAKA L.G.E.A SCH,117,28,54,0,199,8.4428958,4.615205,['23-07-03-014'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,59%,14%,0%,27%
KWARA,IFELODUN,ORA,23-05-04-004,MARKET SQUARE ORA,92,14,3,0,109,8.4387082,5.0309247,['23-05-04-007'],1,0.707106781,0.707106781,0.707106781,0,0,84%,13%,0%,3%
KWARA,ILORIN-SOUTH,AKANBI -111,23-07-03-049,OPEN SPACE AJAGUSI KILANKO ROAD,85,16,70,0,171,8.4487755,4.5981487,['23-07-03-042'],1,0.707106781,0.707106781,0.707106781,0,0,50%,9%,0%,41%
KWARA,IREPODUN,AJASE IPO 11,23-09-02-001,L.G.E.A. SCH AGBONDA,77,19,21,4,121,8.1264721,4.930627,['23-09-02-002'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,64%,16%,3%,17%
KWARA,ILORIN EAST,MAYA/ILE-APA,23-06-10-010,LAJIKI L.G.E.A. SCH,45,29,2,1,77,8.4973506,4.7132035,['23-06-10-015'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,58%,38%,1%,3%
KWARA,ILORIN-SOUTH,AKANBI -1,23-07-01-009,OPEN SPACE OLOTA'S PALACE,36,8,0,2,46,8.4155652,4.7352289,['23-07-01-005'],1,0.707106781,0.707106781,0,0.707106781,0,78%,17%,4%,0%
KWARA,IREPODUN,AJASE IPO 11,23-09-02-012,CENTRAL MARKET OMIDO,93,67,17,0,177,8.1271168,4.8313257,['23-09-02-013'],1,0.707106781,0.707106781,0.707106781,0,0,53%,38%,0%,10%
KWARA,EDU,LAFIAGI 111,23-03-03-015,L.G.E.A SCH. MANCHA,246,27,3,28,304,8.755617,5.2684437,['23-03-03-004'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,81%,9%,9%,1%
KWARA,ASA,BALLAH/OTTE,23-01-09-012,OTTE LGEA SCHOOL II,83,56,0,0,139,8.3601412,4.4087615,['23-01-09-001'],1,0.707106781,0.707106781,0.707106781,0,0,60%,40%,0%,0%
KWARA,EDU,TSONGA 111,23-03-10-008,L.G.E.A SCH OGUDU II,72,41,2,2,117,8.9974171,5.2367927,['23-03-10-007'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,62%,35%,2%,2%
KWARA,ILORIN-WEST,ADEWOLE,23-08-01-032,OPEN SPACE FRONT OF COTTAGE HOSPITAL,116,45,82,2,245,8.4691679,4.5135754,['23-08-01-011'],1,0.707106781,0.707106781,0.707106781,0.707106781,0,47%,18%,1%,33%
KWARA,ASA,YOWERE/SOSOKI,23-01-01-002,ONIYEYE OPEN SPACE,106,109,0,0,215,8.5912313,4.3994034,['23-01-01-006'],1,0.707106781,0.707106781,0,0,0,49%,51%,0%,0%
KWARA,IFELODUN,SHARE 11,23-05-10-010,"OLOJO BUS STOP, SHARE",62,64,6,0,132,8.8228182,4.9688589,"['23-03-07-001', '23-03-07-002', '23-05-09-001', '23-05-09-003', '23-05-09-004', '23-05-09-005', '23-05-09-006', '23-05-10-001', '23-05-10-002', '23-05-10-003', '23-05-10-004', '23-05-10-005', '23-05-10-006', '23-05-10-007', '23-05-10-008', '23-05-09-009', '23-05-09-012', '23-05-09-013', '23-05-10-011', '23-05-10-013']",20,0.41836829,0.70344845,0.445220241,0.481208274,0.317197851,47%,48%,0%,5%
KWARA,IFELODUN,SHARE 111,23-05-11-002,OPEN SPACE  TITALAGOLO,47,16,4,0,67,8.843643,4.8468784,"['23-05-11-001', '23-05-11-003', '23-05-11-004', '23-05-11-005', '23-05-11-006', '23-05-11-007', '23-05-11-008', '23-05-11-009', '23-05-11-010']",9,0.484345345,0.702801822,0.09605276,0.316227766,0.367074322,70%,24%,0%,6%
KWARA,ISIN,OKE ONIGBIN,23-10-08-009,MUSLIM COMMUNITY LGEA SCHOOL,90,39,35,4,168,8.2217893,4.9987459,"['23-10-08-001', '23-10-08-002', '23-10-08-006', '23-10-08-008', '23-10-08-007']",5,0.414746476,0.702192864,0.004000898,1.635352263,1.42210446,54%,23%,2%,21%
KWARA,ILORIN-WEST,ADEWOLE,23-08-01-017,OPEN SPACE OJUDE OLODE OKUTA (KUNTU),187,82,1,1,271,8.4927194,4.5263439,"['23-08-01-005', '23-08-01-007', '23-08-01-008', '23-08-01-016', '23-08-02-011', '23-08-05-001', '23-08-05-002', '23-08-05-003', '23-08-05-005', '23-08-05-006', '23-08-05-007', '23-08-05-008', '23-08-05-010', '23-08-05-011', '23-08-05-012', '23-08-05-013', '23-08-05-014', '23-08-05-015', '23-08-05-016', '23-08-05-017', '23-08-05-019', '23-08-05-021', '23-08-05-022', '23-08-05-023', '23-08-05-024', '23-08-05-025', '23-08-05-026', '23-08-05-027', '23-08-05-028', '23-08-05-030', '23-08-05-032', '23-08-05-035', '23-08-05-036', '23-08-05-037', '23-08-05-038', '23-08-05-040', '23-08-05-041', '23-08-05-042', '23-08-05-043', '23-08-05-044', '23-08-05-045', '23-08-01-025', '23-08-02-049', '23-08-05-046', '23-08-05-049', '23-08-05-051', '23-08-05-058', '23-08-05-061', '23-08-05-063', '23-08-05-064', '23-08-05-052', '23-08-05-050', '23-08-05-053', '23-08-05-054', '23-08-05-056', '23-08-05-066', '23-08-05-057', '23-08-05-062', '23-08-05-067']",59,0.842290292,0.702108935,0.313278641,0.024964017,0.662193332,69%,30%,0%,0%
KWARA,ILORIN-WEST,ADEWOLE,23-08-01-008,GAA AREMU OPEN SPACE,156,69,3,0,228,8.4927194,4.5263439,"['23-08-01-005', '23-08-01-007', '23-08-01-016', '23-08-01-017', '23-08-02-011', '23-08-05-001', '23-08-05-002', '23-08-05-003', '23-08-05-005', '23-08-05-006', '23-08-05-007', '23-08-05-008', '23-08-05-010', '23-08-05-011', '23-08-05-012', '23-08-05-013', '23-08-05-014', '23-08-05-015', '23-08-05-016', '23-08-05-017', '23-08-05-019', '23-08-05-021', '23-08-05-022', '23-08-05-023', '23-08-05-024', '23-08-05-025', '23-08-05-026', '23-08-05-027', '23-08-05-028', '23-08-05-030', '23-08-05-032', '23-08-05-035', '23-08-05-036', '23-08-05-037', '23-08-05-038', '23-08-05-040', '23-08-05-041', '23-08-05-042', '23-08-05-043', '23-08-05-044', '23-08-05-045', '23-08-01-025', '23-08-02-049', '23-08-05-046', '23-08-05-049', '23-08-05-051', '23-08-05-058', '23-08-05-061', '23-08-05-063', '23-08-05-064', '23-08-05-052', '23-08-05-050', '23-08-05-053', '23-08-05-054', '23-08-05-056', '23-08-05-066', '23-08-05-057', '23-08-05-062', '23-08-05-067']",59,0.801362549,0.701756195,0.112143905,0.220856461,0.40419769,68%,30%,0%,1%
KWARA,ILORIN-WEST,BALOGUN ALANAMU CENTRAL,23-08-05-059,PAKATA JUNIOR SEC SCHOOL,104,136,1,0,241,8.4978092,4.5350541,"['23-06-07-020', '23-06-07-021', '23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-001', '23-08-05-002', '23-08-05-003', '23-08-05-004', '23-08-05-005', '23-08-05-006', '23-08-05-007', '23-08-05-008', '23-08-05-009', '23-08-05-010', '23-08-05-011', '23-08-05-012', '23-08-05-013', '23-08-05-014', '23-08-05-015', '23-08-05-016', '23-08-05-017', '23-08-05-019', '23-08-05-020', '23-08-05-021', '23-08-05-022', '23-08-05-023', '23-08-05-024', '23-08-05-025', '23-08-05-026', '23-08-05-027', '23-08-05-028', '23-08-05-029', '23-08-05-030', '23-08-05-031', '23-08-05-032', '23-08-05-034', '23-08-05-035', '23-08-05-036', '23-08-05-037', '23-08-05-038', '23-08-05-039', '23-08-05-040', '23-08-05-041', '23-08-05-042', '23-08-05-043', '23-08-05-044', '23-08-05-045', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-011', '23-08-09-012', '23-08-09-013', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-05-046', '23-08-05-049', '23-08-05-051', '23-08-05-058', '23-08-05-060', '23-08-05-061', '23-08-05-063', '23-08-05-064', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-05-052', '23-08-05-050', '23-08-05-053', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-054', '23-08-05-056', '23-08-05-066', '23-08-10-045', '23-08-05-057', '23-08-05-062', '23-08-05-067']",161,0.371369021,0.700374694,0.149451898,0.320963512,0.447688596,43%,56%,0%,0%
