State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Total_Votes,Latitude,Longitude,Neighbours,Neighbour_Count,APC_outlier_score,PDP_outlier_score,LP_outlier_score,NNPP_outlier_score,Overall_Outlier_Score,APC_share,PDP_share,NNPP_share,LP_share
KWARA,IFELODUN,ORO-AGO,23-05-07-005,OPEN SPACE AHUN VILLAGE,79,9,8,1,97,8.3333342,5.2331931,"['23-05-07-002', '23-05-07-003', '23-05-07-009', '23-05-07-010', '23-05-07-013', '23-05-07-014', '23-05-07-016', '23-05-07-017', '23-05-07-018', '23-05-07-019', '23-05-07-021']",11,0.153195227,0.116022397,0.212674799,0.918291184,0.930049135,81%,9%,1%,8%
KWARA,ILORIN-SOUTH,OKE-OGUN,23-07-11-015,"OPEN SPACE, ILE OMUN ISALE KOTO",13,5,0,0,18,8.4741519,4.6286251,"['23-07-04-006', '23-07-04-007', '23-07-04-008', '23-07-04-009', '23-07-04-010', '23-07-04-012', '23-07-04-013', '23-07-04-015', '23-07-04-017', '23-07-04-020', '23-07-04-021', '23-07-04-022', '23-07-04-023', '23-07-04-024', '23-07-04-025', '23-07-11-002', '23-07-11-003', '23-07-11-006', '23-07-11-007', '23-07-11-008', '23-07-11-009', '23-07-11-010', '23-07-11-011', '23-07-03-028', '23-07-04-033', '23-07-04-041', '23-07-04-047', '23-07-04-049', '23-07-04-050', '23-07-11-014', '23-07-11-016', '23-07-11-017']",32,1.40044425,0.11596729,1.079933638,0.543700423,1.081141493,72%,28%,0%,0%
KWARA,ILORIN-SOUTH,AKANBI -V,23-07-05-017,KULENDE L.G.E.A SCH,84,24,22,2,132,8.5137076,4.589413,"['23-07-05-004', '23-07-05-005', '23-07-05-006', '23-07-05-008', '23-07-05-009', '23-07-05-010', '23-07-05-022', '23-07-05-025', '23-07-05-026', '23-07-05-028', '23-07-05-029', '23-07-05-030', '23-07-05-032', '23-07-05-036']",14,0.163246525,0.115727231,0.222181826,0.147659343,0.248745648,64%,18%,2%,17%
KWARA,BARUTEN,OKUTA,23-02-09-026,SABO OPEN SPACE,83,19,5,1,108,9.2228301,3.2005641,"['23-02-09-003', '23-02-09-007', '23-02-09-008', '23-02-09-009', '23-02-09-011', '23-02-09-012', '23-02-09-013', '23-02-09-015', '23-02-09-016', '23-02-09-018', '23-02-09-019', '23-02-09-021', '23-02-09-023', '23-02-09-024', '23-02-09-028', '23-02-09-029']",16,0.355279286,0.115620291,0.147151953,0.244681596,0.175495902,77%,18%,1%,5%
KWARA,EDU,LAFIAGI 11,23-03-02-022,OPEN SPACE SAKIWA,123,31,3,4,161,8.7316143,5.4149003,"['23-03-02-001', '23-03-02-002', '23-03-02-003', '23-03-02-005', '23-03-02-006', '23-03-02-010', '23-03-02-011', '23-03-02-012', '23-03-02-013', '23-03-02-014', '23-03-02-015', '23-03-02-016', '23-03-02-017', '23-03-02-018', '23-03-02-019', '23-03-02-021']",16,0.576385554,0.115610146,0.044461936,0.374618951,0.277174334,76%,19%,2%,2%
KWARA,OYUN,OJOKU,23-15-07-008,OPEN SPACE GAA KADUNA,30,12,0,0,42,8.2524474,4.6585973,"['23-15-07-001', '23-15-07-003', '23-15-07-004', '23-15-07-006', '23-15-07-007', '23-13-08-019', '23-15-07-009']",7,0.710468165,0.115555293,0.789866175,0.687245258,1.032141948,71%,29%,0%,0%
KWARA,ILORIN-WEST,BALOGUN ALANAMU CENTRAL,23-08-05-054,ODE OLOJO,4,3,0,0,7,8.4936517,4.5340805,"['23-08-01-007', '23-08-01-008', '23-08-01-016', '23-08-01-017', '23-08-02-001', '23-08-02-011', '23-08-05-001', '23-08-05-002', '23-08-05-003', '23-08-05-005', '23-08-05-006', '23-08-05-007', '23-08-05-008', '23-08-05-009', '23-08-05-010', '23-08-05-011', '23-08-05-012', '23-08-05-013', '23-08-05-014', '23-08-05-015', '23-08-05-016', '23-08-05-017', '23-08-05-019', '23-08-05-020', '23-08-05-021', '23-08-05-022', '23-08-05-023', '23-08-05-024', '23-08-05-025', '23-08-05-026', '23-08-05-027', '23-08-05-028', '23-08-05-029', '23-08-05-030', '23-08-05-031', '23-08-05-032', '23-08-05-034', '23-08-05-035', '23-08-05-036', '23-08-05-037', '23-08-05-038', '23-08-05-039', '23-08-05-040', '23-08-05-041', '23-08-05-042', '23-08-05-043', '23-08-05-044', '23-08-05-045', '23-08-02-049', '23-08-05-046', '23-08-05-049', '23-08-05-051', '23-08-05-058', '23-08-05-061', '23-08-05-063', '23-08-05-064', '23-08-09-045', '23-08-05-052', '23-08-05-050', '23-08-05-053', '23-08-05-056', '23-08-05-059', '23-08-05-066', '23-08-05-057', '23-08-05-062', '23-08-05-067']",66,0.093301465,0.114288122,0.472238208,0.213938883,1.111165597,57%,43%,0%,0%
KWARA,EDU,LAFIAGI 11,23-03-02-016,OPEN SPACE DZUKOGI,64,16,0,3,83,8.7316143,5.4149003,"['23-03-02-001', '23-03-02-002', '23-03-02-003', '23-03-02-005', '23-03-02-006', '23-03-02-010', '23-03-02-011', '23-03-02-012', '23-03-02-013', '23-03-02-014', '23-03-02-015', '23-03-02-017', '23-03-02-018', '23-03-02-019', '23-03-02-021', '23-03-02-022']",16,0.604646466,0.11381677,0.7174123,0.011016162,0.695251407,77%,19%,4%,0%
KWARA,OKE - ERO,ODO-OWA 11,23-14-10-002,IGBINLO  COMPOUND,126,32,5,0,163,8.1282899,5.1797058,"['23-14-10-001', '23-14-10-003', '23-14-10-004', '23-14-10-005']",4,0.083557774,0.112608968,0.263748177,0.721390426,0.593614011,77%,20%,0%,3%
KWARA,ASA,BUDO-EGBA,23-01-15-006,ELEMI-NLA  L.G.E.A.SCH,105,110,1,0,216,8.2953018,4.4284985,"['23-01-15-002', '23-01-15-005', '23-01-15-008', '23-01-15-009']",4,0.124781895,0.112450197,0.254763136,0,0.142547531,49%,51%,0%,0%
KWARA,ILORIN-WEST,OJUEKUN/ZARUMI,23-08-09-013,ODE TUNTUN (POPO IGBONA),173,94,1,0,268,8.5001552,4.5423672,"['23-06-02-001', '23-06-02-002', '23-06-02-003', '23-06-02-004', '23-06-02-005', '23-06-02-006', '23-06-02-007', '23-06-02-008', '23-06-02-009', '23-06-02-010', '23-06-02-013', '23-06-02-015', '23-06-02-016', '23-06-04-010', '23-06-07-001', '23-06-07-002', '23-06-07-003', '23-06-07-004', '23-06-07-005', '23-06-07-008', '23-06-07-009', '23-06-07-010', '23-06-07-011', '23-06-07-012', '23-06-07-013', '23-06-07-014', '23-06-07-015', '23-06-07-016', '23-06-07-017', '23-06-07-018', '23-06-07-019', '23-06-07-020', '23-06-07-021', '23-06-07-022', '23-06-07-023', '23-06-07-024', '23-06-07-025', '23-08-02-001', '23-08-05-004', '23-08-05-009', '23-08-05-020', '23-08-05-029', '23-08-05-031', '23-08-05-034', '23-08-05-039', '23-08-06-002', '23-08-06-003', '23-08-06-004', '23-08-06-005', '23-08-06-006', '23-08-06-008', '23-08-06-009', '23-08-06-010', '23-08-06-011', '23-08-06-012', '23-08-06-013', '23-08-06-014', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-011', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-06-02-017', '23-06-02-020', '23-06-02-021', '23-06-02-022', '23-06-02-023', '23-06-04-034', '23-06-04-042', '23-06-07-026', '23-06-07-028', '23-06-07-029', '23-06-07-030', '23-06-07-031', '23-06-07-032', '23-06-07-033', '23-06-07-034', '23-06-07-035', '23-08-05-060', '23-08-06-019', '23-08-06-022', '23-08-06-023', '23-08-06-024', '23-08-06-026', '23-08-06-027', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-06-018', '23-08-06-020', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-05-059', '23-08-06-025']",121,0.404223276,0.11241796,0.234343401,0.454578006,0.593164768,65%,35%,0%,0%
KWARA,KAIAMA,ADENA,23-11-01-011,GIRL CHANGI OPEN SPACE,51,13,1,0,65,9.2507003,4.479976,"['23-11-01-008', '23-11-01-010', '23-11-01-012']",3,0.011821221,0.111290473,1.5,0,0.188312838,78%,20%,0%,2%
KWARA,ILORIN-SOUTH,AKANBI -111,23-07-03-007,OKE OGUN HEALTH CENTRE,111,29,59,2,201,8.4592131,4.609329,"['23-07-03-017', '23-07-03-029', '23-07-03-040', '23-07-03-042', '23-07-03-044']",5,0.298329813,0.110992721,0.338435025,1.431734213,0.87397828,55%,14%,1%,29%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-024,ODE ABOJUMEJI,144,113,1,2,260,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,0.462290085,0.110627556,0.120151477,0.072784307,0.436391011,55%,43%,1%,0%
KWARA,BARUTEN,OKUTA,23-02-09-008,KABODONORU L.G.E.A SCH,163,41,5,1,210,9.2228301,3.2005641,"['23-02-09-003', '23-02-09-007', '23-02-09-009', '23-02-09-011', '23-02-09-012', '23-02-09-013', '23-02-09-015', '23-02-09-016', '23-02-09-018', '23-02-09-019', '23-02-09-021', '23-02-09-023', '23-02-09-024', '23-02-09-026', '23-02-09-028', '23-02-09-029']",16,0.390253951,0.110533606,0.430974669,0.209626742,0.624991664,78%,20%,0%,2%
KWARA,ILORIN-SOUTH,AKANBI -1,23-07-01-006,OPEN SPACE APAOLA BALE'S HOUSE,39,38,2,0,79,8.4233562,4.6967189,"['23-07-01-002', '23-07-01-003', '23-07-01-007', '23-07-01-008', '23-07-01-010']",5,0.151155244,0.110509864,0.875565637,0.40824829,0.597974074,49%,48%,0%,3%
KWARA,ILORIN EAST,ZANGO,23-06-12-026,ODE MAGAJI YABBA COMPOUND,43,23,0,0,66,8.5041799,4.5701803,"['23-06-12-001', '23-06-12-002', '23-06-12-003', '23-06-12-004', '23-06-12-005', '23-06-12-006', '23-06-12-010', '23-06-12-011', '23-06-12-012', '23-06-12-014', '23-06-12-015', '23-06-12-016', '23-06-12-017', '23-06-12-018', '23-06-03-027', '23-06-08-030', '23-06-12-019', '23-06-12-020', '23-06-12-022', '23-06-12-023', '23-06-12-024', '23-06-12-025', '23-06-12-028', '23-06-12-029', '23-06-12-030', '23-06-12-031']",26,0.404206573,0.110342723,0.460209067,0.770615819,0.762220903,65%,35%,0%,0%
KWARA,ILORIN EAST,IBAGUN,23-06-04-037,ALI MAIYAKI L.G.E.A SCHOOL AKEREBIATA,106,46,9,0,161,8.5122522,4.5521385,"['23-06-04-004', '23-06-04-005', '23-06-04-007', '23-06-04-008', '23-06-04-010', '23-06-04-017', '23-06-04-018', '23-06-04-021', '23-06-04-024', '23-06-04-026', '23-06-04-027', '23-06-04-029', '23-06-04-034', '23-06-04-039', '23-06-04-040', '23-06-04-041', '23-06-04-042', '23-06-04-045', '23-06-04-047']",19,0.092956427,0.10985877,0.001606054,0.450365904,0.395298642,66%,29%,0%,6%
KWARA,ILORIN-WEST,WARRAH/EGBE JILA/OSHIN,23-08-12-035,OPEN SPACE OME-ASEWA BLOCK INDUSTRY,71,25,10,1,107,8.4248125,4.5727598,"['23-08-12-001', '23-08-12-002', '23-08-12-004', '23-08-12-005', '23-08-12-006', '23-08-12-008', '23-08-12-009', '23-08-12-010', '23-08-12-012', '23-08-12-013', '23-08-12-014', '23-08-12-015', '23-08-12-016', '23-08-12-017', '23-08-12-018', '23-08-12-020', '23-08-12-021', '23-08-12-023', '23-08-12-024', '23-08-12-028', '23-08-12-034', '23-08-12-025', '23-08-12-039', '23-08-12-026', '23-08-12-033', '23-08-12-038', '23-08-12-032', '23-08-12-030', '23-08-12-031']",29,0.418066303,0.109420058,0.629639864,0.257325001,0.739982959,66%,23%,1%,9%
KWARA,IREPODUN,ORO 11,23-09-10-005,MUSLIM SCH ORO,113,37,33,2,185,8.2258193,4.8922654,"['23-09-02-014', '23-09-10-004', '23-09-10-006', '23-09-10-007', '23-09-10-008', '23-09-10-014', '23-09-10-016', '23-09-10-017', '23-09-10-018', '23-09-10-019']",10,0.163342471,0.109284988,0.221030051,0.233007905,0.550714447,61%,20%,1%,18%
KWARA,EDU,TSARAGI 1,23-03-05-010,OPEN SPACE MAWOKPAN VILLAGE,50,62,4,0,116,8.913706,4.9558696,"['23-03-05-011', '23-03-05-012', '23-03-05-013', '23-03-05-016']",4,0.015791076,0.108855462,0.116882778,1.0596174,0.967707459,43%,53%,0%,3%
KWARA,ILORIN EAST,IBAGUN,23-06-04-030,OPEN SPACE DADA AIYEGBAMI MOSQUE,93,38,1,0,132,8.5235542,4.5408676,"['23-06-04-001', '23-06-04-002', '23-06-04-011', '23-06-04-012', '23-06-04-013', '23-06-04-014', '23-06-04-015', '23-06-04-019', '23-06-04-020', '23-06-04-022', '23-06-04-023', '23-06-04-025', '23-06-04-028', '23-06-04-031', '23-06-04-032', '23-06-04-033', '23-06-04-036', '23-06-04-038', '23-06-04-043', '23-06-04-048', '23-06-04-049', '23-06-04-050', '23-06-04-051', '23-06-04-052', '23-06-04-054', '23-06-04-055', '23-06-04-056', '23-06-04-057', '23-06-04-058']",29,0.401753878,0.108521214,0.306334025,0.396484813,0.2557185,70%,29%,0%,1%
KWARA,MORO,JEBBA,23-12-01-017,OPEN SPACE SURULERE,167,25,16,0,208,9.1192516,4.8261424,"['23-12-01-001', '23-12-01-002', '23-12-01-003', '23-12-01-004', '23-12-01-005', '23-12-01-006', '23-12-01-012', '23-12-01-013', '23-12-01-014', '23-12-01-015', '23-12-01-016', '23-12-01-018', '23-12-01-019', '23-12-01-020']",14,0.598639272,0.108287854,0.552996474,0.434091491,0.745890488,80%,12%,0%,8%
KWARA,EDU,LAFIAGI 1,23-03-01-017,OPEN SPACE BOKUN BAZUMA,93,64,1,12,170,8.8742027,5.4253757,"['23-03-01-001', '23-03-01-003', '23-03-01-006', '23-03-01-009', '23-03-01-010', '23-03-01-012', '23-03-01-013', '23-03-01-014', '23-03-01-015', '23-03-01-016', '23-03-01-018', '23-03-01-019', '23-03-01-020']",13,0.379843764,0.107837163,0.106811941,0.548941052,0.237479537,55%,38%,7%,1%
KWARA,ILORIN EAST,GAMBARI 1,23-06-02-003,OPPOSITE ITA AJIA,119,67,8,1,195,8.497931,4.548582,"['23-06-02-001', '23-06-02-002', '23-06-02-004', '23-06-02-005', '23-06-02-006', '23-06-02-007', '23-06-02-008', '23-06-02-009', '23-06-02-010', '23-06-02-011', '23-06-02-012', '23-06-02-013', '23-06-02-014', '23-06-02-015', '23-06-02-016', '23-06-04-010', '23-06-07-001', '23-06-07-002', '23-06-07-003', '23-06-07-004', '23-06-07-005', '23-06-07-008', '23-06-07-009', '23-06-07-010', '23-06-07-011', '23-06-07-012', '23-06-07-013', '23-06-07-014', '23-06-07-015', '23-06-07-016', '23-06-07-017', '23-06-07-018', '23-06-07-019', '23-06-07-020', '23-06-07-021', '23-06-07-022', '23-06-07-023', '23-06-07-024', '23-06-07-025', '23-07-06-001', '23-07-06-002', '23-07-06-003', '23-07-06-004', '23-07-06-005', '23-07-06-006', '23-07-06-007', '23-07-06-008', '23-07-06-009', '23-07-06-011', '23-07-06-013', '23-07-06-014', '23-07-06-015', '23-07-06-016', '23-07-06-017', '23-07-06-018', '23-07-11-005', '23-07-11-013', '23-08-05-004', '23-08-05-020', '23-08-06-002', '23-08-06-003', '23-08-06-004', '23-08-06-005', '23-08-06-006', '23-08-06-008', '23-08-06-009', '23-08-06-010', '23-08-06-011', '23-08-06-012', '23-08-06-013', '23-08-06-014', '23-08-09-011', '23-08-09-013', '23-06-02-017', '23-06-02-018', '23-06-02-020', '23-06-02-021', '23-06-02-022', '23-06-02-023', '23-06-04-034', '23-06-04-042', '23-06-07-026', '23-06-07-028', '23-06-07-029', '23-06-07-030', '23-06-07-031', '23-06-07-032', '23-06-07-033', '23-06-07-034', '23-06-07-035', '23-06-12-027', '23-07-06-019', '23-07-06-020', '23-07-11-019', '23-08-05-060', '23-08-06-019', '23-08-06-022', '23-08-06-023', '23-08-06-024', '23-08-06-026', '23-08-06-027', '23-08-06-018', '23-08-06-020', '23-08-06-025']",104,0.182259725,0.107590744,0.340775156,1.242169522,0.598849665,61%,34%,1%,4%
KWARA,MORO,MALETE/GBUGUDU,23-12-14-004,L.G.E.A SCH OKETE-JAGODO,160,108,0,2,270,8.7066427,4.4713154,"['23-12-14-001', '23-12-14-002', '23-12-14-003', '23-12-14-005']",4,0.522967251,0.107263133,0.644725151,0.218451052,1.887766639,59%,40%,1%,0%
KWARA,ILORIN EAST,MAYA/ILE-APA,23-06-10-019,OPEN SPACE ATERE VILLAGE,8,7,2,0,17,8.5106415,4.7174062,"['23-06-10-001', '23-06-10-002', '23-06-10-003', '23-06-10-004', '23-06-10-005', '23-06-10-007', '23-06-10-008', '23-06-10-009', '23-06-10-011', '23-06-10-012', '23-06-10-013', '23-06-10-017', '23-06-10-020', '23-06-10-021']",14,0.057564677,0.107194425,3.40267082,0.370277978,0.76009297,47%,41%,0%,12%
KWARA,ILORIN EAST,IBAGUN,23-06-04-054,OPEN SPACE INFRONT OF ILE SEFURA ABATA ISALE JAGUN,80,29,0,0,109,8.5290904,4.5469705,"['23-06-04-001', '23-06-04-002', '23-06-04-009', '23-06-04-011', '23-06-04-012', '23-06-04-013', '23-06-04-014', '23-06-04-019', '23-06-04-020', '23-06-04-022', '23-06-04-023', '23-06-08-007', '23-06-08-008', '23-06-08-009', '23-06-08-016', '23-06-08-017', '23-06-08-018', '23-06-08-019', '23-06-12-013', '23-08-04-013', '23-08-10-021', '23-06-04-025', '23-06-04-028', '23-06-04-030', '23-06-04-031', '23-06-04-033', '23-06-04-036', '23-06-04-038', '23-06-04-043', '23-06-04-044', '23-06-04-048', '23-06-04-049', '23-06-04-050', '23-06-04-051', '23-06-04-052', '23-06-04-055', '23-06-04-056', '23-06-04-057', '23-06-04-058']",39,0.951623871,0.106009756,0.672542526,0.411105772,0.470534219,73%,27%,0%,0%
KWARA,ILORIN-SOUTH,OKE-OGUN,23-07-11-011,ODE MAGAJI AJANAKU,179,62,7,1,249,8.4741519,4.6286251,"['23-07-04-006', '23-07-04-007', '23-07-04-008', '23-07-04-009', '23-07-04-010', '23-07-04-012', '23-07-04-013', '23-07-04-015', '23-07-04-017', '23-07-04-020', '23-07-04-021', '23-07-04-022', '23-07-04-023', '23-07-04-024', '23-07-04-025', '23-07-11-002', '23-07-11-003', '23-07-11-006', '23-07-11-007', '23-07-11-008', '23-07-11-009', '23-07-11-010', '23-07-03-028', '23-07-04-033', '23-07-04-041', '23-07-04-047', '23-07-04-049', '23-07-04-050', '23-07-11-014', '23-07-11-015', '23-07-11-016', '23-07-11-017']",32,1.376314182,0.105292844,0.905205556,0.037843996,0.870700805,72%,25%,0%,3%
KWARA,ILORIN-WEST,OKO-ERIN,23-08-10-028,OPEN SPACE NUT SHOPPING COMPLEX,88,26,55,0,169,8.4635214,4.5366582,"['23-08-10-001', '23-08-10-002', '23-08-10-008', '23-08-10-012', '23-08-10-014', '23-08-10-016', '23-08-10-017', '23-08-10-036', '23-08-10-039', '23-08-10-040', '23-08-10-042', '23-08-10-043', '23-08-10-049', '23-08-10-046', '23-08-10-032']",15,0.354886176,0.104331582,0.483521308,0.632910654,0.243925611,52%,15%,0%,33%
KWARA,ILORIN-SOUTH,AKANBI -V,23-07-05-006,FED TRAINING CENTRE KULENDE III,107,41,55,1,204,8.5137076,4.589413,"['23-07-05-004', '23-07-05-005', '23-07-05-008', '23-07-05-009', '23-07-05-010', '23-07-05-017', '23-07-05-022', '23-07-05-025', '23-07-05-026', '23-07-05-028', '23-07-05-029', '23-07-05-030', '23-07-05-032', '23-07-05-036']",14,1.284022732,0.103969948,1.187049281,0.416753381,0.770502842,52%,20%,0%,27%
KWARA,BARUTEN,YASHIKIRA,23-02-11-009,SEKUGBE MARKET,6,4,0,0,10,9.8378399,3.6217802,"['23-02-11-001', '23-02-11-002', '23-02-11-003', '23-02-11-005', '23-02-11-006', '23-02-11-008', '23-02-11-010', '23-02-11-011', '23-02-11-016', '23-02-11-019', '23-02-11-020', '23-02-11-021', '23-02-11-022']",13,0.042804307,0.102973623,0.593508673,0.441101711,0.902086615,60%,40%,0%,0%
KWARA,OYUN,ERIN-ILE NORTH,23-15-11-009,GENERAL HOSPITAL OPEN SPACE ERIN-ILE,150,28,15,3,196,8.1014033,4.70189,"['23-15-01-001', '23-15-01-002', '23-15-01-004', '23-15-01-005', '23-15-11-001', '23-15-11-002', '23-15-11-003', '23-15-11-004', '23-15-11-005', '23-15-11-006', '23-15-11-007', '23-15-11-008', '23-15-11-010', '23-15-11-011', '23-15-11-012', '23-15-11-013', '23-15-01-011']",17,0.570639967,0.102294554,0.574750904,0.642904715,0.566156874,77%,14%,2%,8%
KWARA,ASA,ELEBUE/AGBONA/FATA,23-01-03-002,AGBONA L.G.E.A SCH,108,82,0,2,192,8.614167,4.2948884,"['23-01-03-001', '23-01-03-003', '23-01-03-004', '23-01-03-006', '23-01-03-007', '23-13-01-004']",6,0.462578795,0.102103515,0.377964473,2.267786838,0.312788818,56%,43%,1%,0%
KWARA,MORO,ABATI/ALARA,23-12-11-009,HEALTH CENTER ELEKOYANGAN,114,34,13,0,161,8.5776016,4.6140481,"['23-12-11-001', '23-12-11-004', '23-12-11-005', '23-12-11-006', '23-12-11-007']",5,0.009444939,0.101727267,0.077136061,0.737907556,0.440008776,71%,21%,0%,8%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-052,ODE-SEBULOKU,21,23,0,4,48,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,0.118044663,0.10088675,0.169723654,2.978490727,0.755201992,44%,48%,8%,0%
KWARA,IREPODUN,OMU-ARAN 111 (IFAJA),23-09-08-010,AREA COMMANDER OFFICE OMU-ARAN,55,41,36,0,132,8.1429715,5.0995896,"['23-09-03-006', '23-09-06-001', '23-09-06-002', '23-09-06-003', '23-09-06-004', '23-09-06-005', '23-09-06-006', '23-09-06-007', '23-09-06-008', '23-09-06-009', '23-09-06-010', '23-09-07-001', '23-09-07-002', '23-09-07-003', '23-09-07-005', '23-09-07-006', '23-09-07-007', '23-09-07-008', '23-09-07-009', '23-09-07-010', '23-09-07-011', '23-09-08-001', '23-09-08-002', '23-09-08-003', '23-09-08-004', '23-09-08-005', '23-09-08-006', '23-09-08-007', '23-09-08-008', '23-09-08-009', '23-09-08-011', '23-09-08-012', '23-09-08-013', '23-09-08-017', '23-09-07-013', '23-09-07-014', '23-09-07-015', '23-09-07-016', '23-09-07-017']",39,0.42907893,0.100639956,0.93225024,0.533917515,0.462010955,42%,31%,0%,27%
